"","10090","9606","10090_ID","9606_ID"
"1686","Esr1","ESR1",13982,2099
"1687","Vip","VIP",22353,7432
"1688","Fbxo5","FBXO5",67141,26271
"1689","Mtrf1l","MTRF1L",108853,54516
"1690","Rgs17","RGS17",56533,26575
"1691","Hdac2","HDAC2",15182,3066
"1692","Frk","FRK",14302,2444
"1693","Rwdd1","RWDD1",66521,51389
"1694","Clvs2","CLVS2",215890,134829
"1695","Trdn","TRDN",76757,10345
"1696","Hey2","HEY2",15214,23493
"1697","Stxbp5","STXBP5",78808,134957
"1698","Hint3","HINT3",66847,135114
"1699","Trmt11","TRMT11",73681,60487
"1700","Katna1","KATNA1",23924,11104
"1701","Lrp11","LRP11",237253,84918
"1702","Sec63","SEC63",140740,11231
"1703","Nr2e1","NR2E1",21907,7101
"1704","Snx3","SNX3",54198,8724
"1705","Aig1","AIG1",66253,51390
"1706","Adat2","ADAT2",66757,134637
"1707","Pex3","PEX3",56535,8504
"1708","Fuca2","FUCA2",66848,2519
"1709","Cep57l1","CEP57L1",103268,285753
"1710","Ltv1","LTV1",353258,84946
"1711","Plagl1","PLAGL1",22634,5325
"1712","Cd164","CD164",53599,8763
"1713","Utrn","UTRN",22288,7402
"1714","Smpd2","SMPD2",20598,6610
"1715","Mical1","MICAL1",171580,64780
"1716","Zbtb24","ZBTB24",268294,9841
"1717","Grm1","GRM1",14816,2911
"1718","Wasf1","WASF1",83767,8936
"1719","Rab32","RAB32",67844,10981
"1720","Gtf3c6","GTF3C6",67371,112495
"1721","Slc16a10","SLC16A10",72472,117247
"1722","Rev3l","REV3L",19714,5980
"1723","Traf3ip2","TRAF3IP2",103213,10758
"1724","Fyn","FYN",14360,2534
"1725","Tube1","TUBE1",71924,51175
"1726","Lama4","LAMA4",16775,3910
"1727","Popdc3","POPDC3",78977,64208
"1728","Prep","PREP",19072,5550
"1729","Tnfaip3","TNFAIP3",21929,7128
"1730","Perp","PERP",64058,64065
"1731","Hebp2","HEBP2",56016,23593
"1732","Reps1","REPS1",19707,85021
"1733","Fam184a","FAM184A",75906,79632
"1734","Asf1a","ASF1A",66403,25842
"1735","Gopc","GOPC",94221,57120
"1736","Qrsl1","QRSL1",76563,55278
"1737","Rtn4ip1","RTN4IP1",170728,84816
"1738","Aim1","AIM1",11630,202
"1739","Vta1","VTA1",66201,51534
"1740","Smpdl3a","SMPDL3A",57319,10924
"1741","Reep3","REEP3",28193,221035
"1742","Fabp7","FABP7",12140,2173
"1743","Pkib","PKIB",18768,5570
"1744","Serinc1","SERINC1",56442,57515
"1745","Hsf2","HSF2",15500,3298
"1746","Rspo3","RSPO3",72780,84870
"1747","Echdc1","ECHDC1",52665,55862
"1748","Mgat4c","MGAT4C",67569,25834
"1749","Ptprk","PTPRK",19272,5796
"1750","Nts","NTS",67405,4922
"1751","Dcbld1","DCBLD1",66686,285761
"1752","Lrriq1","LRRIQ1",74978,84125
"1753","Slc6a15","SLC6A15",103098,55117
"1754","Ccdc59","CCDC59",52713,29080
"1755","Lama2","LAMA2",16773,3908
"1756","Lin7a","LIN7A",108030,8825
"1757","Ppp1r12a","PPP1R12A",17931,4659
"1758","P4ha1","P4HA1",18451,5033
"1759","Sept10","SEPT10",103080,151011
"1760","Lims1","LIMS1",110829,3987
"1761","Zwint","ZWINT",52696,11130
"1762","Ube2d1","UBE2D1",216080,7321
"1763","Dcn","DCN",13179,1634
"1764","Slc17a8","SLC17A8",216227,246213
"1765","Cdk1","CDK1",12534,983
"1766","Atp2b1","ATP2B1",67972,490
"1767","Rhobtb1","RHOBTB1",69288,9886
"1768","Arid5b","ARID5B",71371,84159
"1769","Actr6","ACTR6",67019,64431
"1770","Uhrf1bp1l","UHRF1BP1L",75089,23074
"1771","Poc1b","POC1B",382406,282809
"1772","Dusp6","DUSP6",67603,1848
"1773","Tmpo","TMPO",21917,7112
"1774","Kitl","KITLG",17311,4254
"1775","Psen1","PSEN1",19164,5663
"1776","Sgk1","SGK1",20393,6446
"1777","Cep290","CEP290",216274,80184
"1778","Ikbip","IKBIP",67454,121457
"1779","Hbs1l","HBS1L",56422,10767
"1780","Apaf1","APAF1",11783,317
"1781","Myb","MYB",17863,4602
"1782","Med23","MED23",70208,9439
"1783","Ahi1","AHI1",52906,54806
"1784","Nedd1","NEDD1",17997,121441
"1785","Pde7b","PDE7B",29863,27115
"1786","Map7","MAP7",17761,9053
"1787","Ctgf","CTGF",14219,1490
"1788","Stx7","STX7",53331,8417
"1789","Moxd1","MOXD1",59012,26002
"1790","Pex7","PEX7",18634,5191
"1791","Ifngr1","IFNGR1",15979,3459
"1792","Cdk17","CDK17",237459,5128
"1793","Snrpf","SNRPF",69878,6636
"1794","Ntn4","NTN4",57764,59277
"1795","Fgd6","FGD6",13998,55785
"1796","Ndufa12","NDUFA12",66414,55967
"1797","Tmcc3","TMCC3",319880,57458
"1798","Socs2","SOCS2",216233,8835
"1799","Nudt4","NUDT4",71207,11163
"1800","Nuak1","NUAK1",77976,9891
"1801","Tcp11l2","TCP11L2",216198,255394
"1802","Rfx4","RFX4",71137,5992
"1803","Cry1","CRY1",12952,1407
"1804","Btbd11","BTBD11",74007,121551
"1805","Timp3","TIMP3",21859,7078
"1806","Hsp90b1","HSP90B1",22027,7184
"1807","Ascl1","ASCL1",17172,429
"1808","Igf1","IGF1",16000,3479
"1809","Ccdc53","CCDC53",67282,51019
"1810","Sycp3","SYCP3",20962,50511
"1811","Mybpc1","MYBPC1",109272,4604
"1812","Sirt1","SIRT1",93759,23411
"1813","Herc4","HERC4",67345,26091
"1814","Mypn","MYPN",68802,84665
"1815","Hnrnph3","HNRNPH3",432467,3189
"1816","Rufy2","RUFY2",70432,55680
"1817","Ccar1","CCAR1",67500,55749
"1818","Ddx21","DDX21",56200,9188
"1819","Ddx50","DDX50",94213,79009
"1820","Vps26a","VPS26A",30930,9559
"1821","Supv3l1","SUPV3L1",338359,6832
"1822","Hkdc1","HKDC1",216019,80201
"1823","Aifm2","AIFM2",71361,84883
"1824","H2afy2","H2AFY2",404634,55506
"1825","Tysnd1","TYSND1",71767,219743
"1826","Sar1a","SAR1A",20224,56681
"1827","Ppa1","PPA1",67895,5464
"1828","Eif4ebp2","EIF4EBP2",13688,1979
"1829","Pald1","PALD1",27355,27143
"1830","Tbata","TBATA",65971,219793
"1831","Sgpl1","SGPL1",20397,8879
"1832","Pcbd1","PCBD1",13180,5092
"1833","Unc5b","UNC5B",107449,219699
"1834","Slc29a3","SLC29A3",71279,55315
"1835","Slc16a7","SLC16A7",20503,9194
"1836","Lrig3","LRIG3",320398,121227
"1837","Anapc16","ANAPC16",52717,119504
"1838","Ddit4","DDIT4",74747,54541
"1839","Dnajb12","DNAJB12",56709,54788
"1840","Micu1","MICU1",216001,10367
"1841","Cand1","CAND1",71902,55832
"1842","Tbk1","TBK1",56480,29110
"1843","Pno1","PNO1",66249,56902
"1844","Plek","PLEK",56193,5341
"1845","Srgap1","SRGAP1",117600,57522
"1846","Egfr","EGFR",13649,1956
"1847","Usp15","USP15",14479,9958
"1848","Vps54","VPS54",245944,51542
"1849","Tbc1d15","TBC1D15",66687,64786
"1850","Pcsk4","PCSK4",18551,54760
"1851","Rab21","RAB21",216344,23011
"1852","Peli1","PELI1",67245,57162
"1853","Apc2","APC2",23805,10297
"1854","Thap2","THAP2",66816,83591
"1855","Lgr5","LGR5",14160,8549
"1856","Slc1a4","SLC1A4",55963,6509
"1857","Dock2","DOCK2",94176,1794
"1858","Gamt","GAMT",14431,2593
"1859","Ptprr","PTPRR",19279,5801
"1860","Actr2","ACTR2",66713,10097
"1861","Ndufs7","NDUFS7",75406,374291
"1862","Ptprb","PTPRB",19263,5787
"1863","Kcnmb1","KCNMB1",16533,3779
"1864","Mum1","MUM1",68114,84939
"1865","Uqcr11","UQCR11",66594,10975
"1866","Cnot2","CNOT2",72068,4848
"1867","Tcf3","TCF3",21423,6929
"1868","Frs2","FRS2",327826,10818
"1869","Yeats4","YEATS4",64050,8089
"1870","Cobl","COBL",12808,23242
"1871","Rab36","RAB36",76877,9609
"1872","Grb10","GRB10",14783,2887
"1873","Adora2a","ADORA2A",11540,135
"1874","Snrpd3","SNRPD3",67332,6634
"1875","Nav3","NAV3",260315,89795
"1876","Ddc","DDC",13195,1644
"1877","Cpm","CPM",70574,1368
"1878","Mdm2","MDM2",17246,4193
"1879","E2f7","E2F7",52679,144455
"1880","Csrp2","CSRP2",13008,1466
"1881","Osbpl8","OSBPL8",237542,114882
"1882","Mknk2","MKNK2",17347,2872
"1883","Zpbp","ZPBP",53604,11055
"1884","Cabin1","CABIN1",104248,23523
"1885","Ap3d1","AP3D1",11776,8943
"1886","Phlda1","PHLDA1",21664,22822
"1887","Mdm1","MDM1",17245,56890
"1888","Jsrp1","JSRP1",71912,126306
"1889","Wif1","WIF1",24117,11197
"1890","Timm13","TIMM13",30055,26517
"1891","Vps13d","VPS13D",230895,55187
"1892","Llph","LLPH",66225,84298
"1893","Tmbim4","TMBIM4",68212,51643
"1894","Irak3","IRAK3",73914,11213
"1895","Helb","HELB",117599,92797
"1896","Prmt2","PRMT2",15468,3275
"1897","Dip2a","DIP2A",64451,23181
"1898","Hmg20b","HMG20B",15353,10362
"1899","Fzr1","FZR1",56371,51343
"1900","Ncln","NCLN",103425,56926
"1901","Col6a2","COL6A2",12834,1292
"1902","Hcfc2","HCFC2",67933,29915
"1903","Nfyb","NFYB",18045,4801
"1904","Txnrd1","TXNRD1",50493,7296
"1905","Glt8d2","GLT8D2",74782,83468
"1906","Ppm1m","PPM1M",67905,132160
"1907","D10Wsu102e","C12orf45",28109,121053
"1908","Aldh1l2","ALDH1L2",216188,160428
"1909","Wdr82","WDR82",77305,80335
"1910","Glyctk","GLYCTK",235582,132158
"1911","Pofut2","POFUT2",80294,23275
"1912","Slc36a1","SLC36A1",215335,206358
"1913","Adarb1","ADARB1",110532,104
"1914","Appl2","APPL2",216190,55198
"1915","Slc36a2","SLC36A2",246049,153201
"1916","Sumo3","SUMO3",20610,6612
"1917","Hint1","HINT1",15254,3094
"1918","Lyrm7","LYRM7",75530,90624
"1919","Fbxw11","FBXW11",103583,23291
"1920","Stk10","STK10",20868,6793
"1921","Papolg","PAPOLG",216578,64895
"1922","Rel","REL",19696,5966
"1923","Pfkl","PFKL",18641,5211
"1924","Pus10","PUS10",74467,150962
"1925","Rhbdf1","RHBDF1",13650,64285
"1926","Pex13","PEX13",72129,5194
"1927","Mpg","MPG",268395,4350
"1928","Nprl3","NPRL3",17168,8131
"1929","Xpo1","XPO1",103573,7514
"1930","Nsg2","HMP19",18197,51617
"1931","Cpeb4","CPEB4",67579,80315
"1932","Stc2","STC2",20856,8614
"1933","Asb3","GPR75-ASB3",65257,100302652
"1934","Asb3","ASB3",65257,51130
"1935","Cdc34","CDC34",216150,997
"1936","Tpgs1","TPGS1",110012,91978
"1937","Chac2","CHAC2",68044,494143
"1938","Erlec1","ERLEC1",66753,27248
"1939","Shc2","SHC2",216148,25759
"1940","Sptbn1","SPTBN1",20742,6711
"1941","Theg","THEG",21830,51298
"1942","Wdpcp","WDPCP",216560,51057
"1943","Mdh1","MDH1",17449,4190
"1944","Prss57","PRSS57",73106,400668
"1945","Fstl3","FSTL3",83554,10272
"1946","Ccng1","CCNG1",12450,900
"1947","Nudcd2","NUDCD2",52653,134492
"1948","Polrmt","POLRMT",216151,5442
"1949","Hmmr","HMMR",15366,3161
"1950","Hcn2","HCN2",15166,610
"1951","Acsl6","ACSL6",216739,23305
"1952","Slc22a4","SLC22A4",30805,6583
"1953","Zfp354b","ZNF354B",27274,117608
"1954","Cyfip2","CYFIP2",76884,26999
"1955","Mgat1","MGAT1",17308,4245
"1956","Ppp2ca","PPP2CA",19052,5515
"1957","Sgcd","SGCD",24052,6444
"1958","Flt4","FLT4",14257,2324
"1959","Hnrnpab","HNRNPAB",15384,3182
"1960","Phykpl","PHYKPL",72947,85007
"1961","Hspa4","HSPA4",15525,3308
"1962","Cnot6","CNOT6",104625,57472
"1963","Gfpt2","GFPT2",14584,9945
"1964","Zfp354a","ZNF354A",21408,6940
"1965","Mapk9","MAPK9",26420,5601
"1966","Canx","CANX",12330,821
"1967","Rasgef1c","RASGEF1C",74563,255426
"1968","Rufy1","RUFY1",216724,80230
"1969","Rnf130","RNF130",59044,55819
"1970","Ltc4s","LTC4S",17001,4056
"1971","Rad50","RAD50",19360,10111
"1972","Clk4","CLK4",12750,57396
"1973","Sar1b","SAR1B",66397,51128
"1974","Jade2","JADE2",76901,23338
"1975","Pdlim4","PDLIM4",30794,8572
"1976","Cdkl3","CDKL3",213084,51265
"1977","Ube2b","UBE2B",22210,7320
"1978","Cdkn2aipnl","CDKN2AIPNL",52626,91368
"1979","Kremen1","KREMEN1",84035,83999
"1980","Itk","ITK",16428,3702
"1981","Nefh","NEFH",380684,4744
"1982","Med7","MED7",66213,9443
"1983","Havcr2","HAVCR2",171285,84868
"1984","Tnip1","TNIP1",57783,10318
"1985","Vdac1","VDAC1",22333,7416
"1986","Upp1","UPP1",22271,7378
"1987","Slu7","SLU7",193116,10569
"1988","Nipal4","NIPAL4",214112,348938
"1989","Ascc2","ASCC2",75452,84164
"1990","Hus1","HUS1",15574,3364
"1991","Pttg1","PTTG1",30939,9232
"1992","Tns3","TNS3",319939,64759
"1993","Btg2","BTG2",12227,7832
"1994","Gatsl3","GATSL3",71962,652968
"1995","Igfbp3","IGFBP3",16009,3486
"1996","Pes1","PES1",64934,23481
"1997","Adcy1","ADCY1",432530,107
"1998","Tcn2","TCN2",21452,6948
"1999","Osbp2","OSBP2",74309,23762
"2000","Gabrg2","GABRG2",14406,2566
"2001","Smtn","SMTN",29856,6525
"2002","Arf5","ARF5",11844,381
"2003","Guk1","GUK1",14923,2987
"2004","Npc1l1","NPC1L1",237636,29881
"2005","Rnf185","RNF185",193670,91445
"2006","Limk2","LIMK2",16886,3985
"2007","Patz1","PATZ1",56218,23598
"2008","Eif4enif1","EIF4ENIF1",74203,56478
"2009","Trim11","TRIM11",94091,81559
"2010","Ogdh","OGDH",18293,4967
"2011","Drg1","DRG1",13494,4733
"2012","Rtn4","RTN4",68585,57142
"2013","Mtif2","MTIF2",76784,4528
"2014","Rps27a","RPS27A",78294,6233
"2015","Smek2","SMEK2",104570,57223
"2016","Pnpt1","PNPT1",71701,87178
"2017","Efemp1","EFEMP1",216616,2202
"2018","Pold2","POLD2",18972,5425
"2019","Zkscan17","ZNF496",268417,84838
"2020","Aebp1","AEBP1",11568,165
"2021","Polm","POLM",54125,27434
"2022","Pgam2","PGAM2",56012,5224
"2023","Dbnl","DBNL",13169,28988
"2024","Mrps24","MRPS24",64660,64951
"2025","Ccdc117","CCDC117",104479,150275
"2026","Dynll2","DYNLL2",68097,140735
"2027","Xbp1","XBP1",22433,7494
"2028","Supt4a","SUPT4H1",20922,6827
"2029","Sept4","SEPT4",18952,5414
"2030","Ska2","SKA2",66140,348235
"2031","Prr11","PRR11",270906,55771
"2032","Smg8","SMG8",74133,55181
"2033","Rnf187","RNF187",108660,149603
"2034","Tubd1","TUBD1",56427,51174
"2035","Mrpl22","MRPL22",216767,29093
"2036","Cnot8","CNOT8",69125,9337
"2037","Rps6kb1","RPS6KB1",72508,6198
"2038","Sap30l","SAP30L",50724,79685
"2039","Galnt10","GALNT10",171212,55568
"2040","Rnft1","RNFT1",76892,51136
"2041","Mfap3","MFAP3",216760,4238
"2042","Fam114a2","FAM114A2",67726,10827
"2043","Gria1","GRIA1",14799,2890
"2044","Ppm1d","PPM1D",53892,8493
"2045","Znhit3","ZNHIT3",448850,9326
"2046","Myo19","MYO19",66196,80179
"2047","Prpsap2","PRPSAP2",212627,5636
"2048","Ggnbp2","GGNBP2",217039,79893
"2049","Acaca","ACACA",107476,31
"2050","Shmt1","SHMT1",20425,6470
"2051","Llgl1","LLGL1",16897,3996
"2052","Drg2","DRG2",13495,1819
"2053","Srebf1","SREBF1",20787,6720
"2054","Tom1l1","TOM1L1",71943,10040
"2055","Cox11","COX11",69802,1353
"2056","Stxbp4","STXBP4",20913,252983
"2057","Bzw2","BZW2",66912,28969
"2058","Elac2","ELAC2",68626,60528
"2059","Pctp","PCTP",18559,58488
"2060","Twistnb","TWISTNB",28071,221830
"2061","Atxn7l1","ATXN7L1",380753,222255
"2062","Atp6v1c2","ATP6V1C2",68775,245973
"2063","Sypl","SYPL1",19027,6856
"2064","Pdia6","PDIA6",71853,10130
"2065","Nampt","NAMPT",59027,10135
"2066","Pik3cg","PIK3CG",30955,5294
"2067","Nbas","NBAS",71169,51594
"2068","Tspan13","TSPAN13",66109,27075
"2069","Rock2","ROCK2",19878,9475
"2070","Laptm4a","LAPTM4A",17775,9741
"2071","Fam49a","FAM49A",76820,81553
"2072","Snx13","SNX13",217463,23161
"2073","Ntsr2","NTSR2",18217,23620
"2074","Sdc1","SDC1",20969,6382
"2075","Lpin1","LPIN1",14245,23175
"2076","Pum2","PUM2",80913,23369
"2077","Nrcam","NRCAM",319504,4897
"2078","Rgs9","RGS9",19739,8787
"2079","Trib2","TRIB2",217410,28951
"2080","Arsg","ARSG",74008,22901
"2081","Hs1bp3","HS1BP3",58240,64342
"2082","Fam84a","FAM84A",105005,151354
"2083","Smc6","SMC6",67241,79677
"2084","Amz2","AMZ2",13929,51321
"2085","Gna13","GNA13",14674,10672
"2086","Prkar1a","PRKAR1A",19084,5573
"2087","Fam20a","FAM20A",208659,54757
"2088","Abca8b","ABCA8",27404,10351
"2089","Rdh14","RDH14",105014,57665
"2090","Map2k6","MAP2K6",26399,5608
"2091","Klhl29","KLHL29",208439,114818
"2092","Trappc12","TRAPPC12",217449,51112
"2093","Adi1","ADI1",104923,55256
"2094","Rnaseh1","RNASEH1",19819,246243
"2095","Ubxn2a","UBXN2A",217379,165324
"2096","Fkbp1b","FKBP1B",14226,2281
"2097","Cmpk2","CMPK2",22169,129607
"2098","Pfn4","PFN4",382562,375189
"2099","Itsn2","ITSN2",20403,50618
"2100","Rsad2","RSAD2",58185,91543
"2101","Rnf144a","RNF144A",108089,9781
"2102","Id2","ID2",15902,3398
"2103","Mboat2","MBOAT2",67216,129642
"2104","Ncoa1","NCOA1",17977,8648
"2105","Dus4l","DUS4L",71916,11062
"2106","Rrm2","RRM2",20135,6241
"2107","Bcap29","BCAP29",12033,55973
"2108","Slc26a4","SLC26A4",23985,5172
"2109","Cenpo","CENPO",52504,79172
"2110","Klf11","KLF11",194655,8462
"2111","Adcy3","ADCY3",104111,109
"2112","Grhl1","GRHL1",195733,29841
"2113","Dnajc27","DNAJC27",217378,51277
"2114","Efr3b","EFR3B",668212,22979
"2115","Cbll1","CBLL1",104836,79872
"2116","Pomc","POMC",18976,5443
"2117","Dnmt3a","DNMT3A",13435,1788
"2118","Dld","DLD",13382,1738
"2119","Kif3c","KIF3C",16570,3797
"2120","Sh3yl1","SH3YL1",24057,26751
"2121","Rab10","RAB10",19325,10890
"2122","Sntg2","SNTG2",268534,54221
"2123","Pxdn","PXDN",69675,7837
"2124","Ddx52","DDX52",78394,11056
"2125","Taf15","TAF15",70439,8148
"2126","Ace","ACE",11421,1636
"2127","Rasl10b","RASL10B",276952,91608
"2128","Cdc27","CDC27",217232,996
"2129","Itgb3","ITGB3",16416,3690
"2130","Mettl2","METTL2A",52686,339175
"2131","Nle1","NLE1",217011,54475
"2132","Tlk2","TLK2",24086,11011
"2133","Mrc2","MRC2",17534,9902
"2134","Rffl","RFFL",67338,117584
"2135","Lig3","LIG3",16882,3980
"2136","Map3k3","MAP3K3",26406,4215
"2137","Tmem132e","TMEM132E",270893,124842
"2138","Asic2","ASIC2",11418,40
"2139","Ddx42","DDX42",72047,11325
"2140","Ftsj3","FTSJ3",56095,117246
"2141","Rnf135","RNF135",71956,84282
"2142","Psmc5","PSMC5",19184,5705
"2143","Adap2","ADAP2",216991,55803
"2144","Ern1","ERN1",78943,2081
"2145","Nf1","NF1",18015,4763
"2146","Pecam1","PECAM1",18613,5175
"2147","Polg2","POLG2",50776,11232
"2148","Ddx5","DDX5",13207,1655
"2149","Psmd12","PSMD12",66997,5718
"2150","Helz","HELZ",78455,9931
"2151","Cacng4","CACNG4",54377,27092
"2152","Cep112","CEP112",76380,201134
"2153","Rab37","RAB37",58222,326624
"2154","Slc9a3r1","SLC9A3R1",26941,9368
"2155","Grin2c","GRIN2C",14813,2905
"2156","Nt5c","NT5C",50773,30833
"2157","Hn1","HN1",15374,51155
"2158","Sumo2","SUMO2",170930,6613
"2159","Nup85","NUP85",445007,79902
"2160","Gga3","GGA3",260302,23163
"2161","Cluh","CLUH",74148,23277
"2162","Mif4gd","MIF4GD",69674,57409
"2163","Slc25a19","SLC25A19",67283,60386
"2164","Pafah1b1","PAFAH1B1",18472,5048
"2165","Recql5","RECQL5",170472,9400
"2166","Sap30bp","SAP30BP",57230,29115
"2167","Itgb4","ITGB4",192897,3691
"2168","Galk1","GALK1",14635,2584
"2169","Unk","UNK",217331,85451
"2170","Trim47","TRIM47",217333,91107
"2171","Aspa","ASPA",11484,443
"2172","Mrpl38","MRPL38",60441,64978
"2173","Fbf1","FBF1",217335,85302
"2174","Acox1","ACOX1",11430,51
"2175","Ten1","TEN1",69535,100134934
"2176","Srp68","SRP68",217337,6730
"2177","Tsen54","TSEN54",76265,283989
"2178","Llgl2","LLGL2",217325,3993
"2179","Camkk1","CAMKK1",55984,84254
"2180","P2rx1","P2RX1",18436,5023
"2181","Atp2a3","ATP2A3",53313,489
"2182","Ankfy1","ANKFY1",11736,51479
"2183","Exoc7","EXOC7",53413,23265
"2184","Ube2g1","UBE2G1",67128,7326
"2185","Spns3","SPNS3",77577,201305
"2186","Tekt1","TEKT1",21689,83659
"2187","Med31","MED31",67279,51003
"2188","Ube2o","UBE2O",217342,63893
"2189","Txndc17","TXNDC17",52700,84817
"2190","Aanat","AANAT",11298,15
"2191","Slc13a5","SLC13A5",237831,284111
"2192","Rhbdf2","RHBDF2",217344,79651
"2193","Fam64a","FAM64A",109212,54478
"2194","Cygb","CYGB",114886,114757
"2195","Wscd1","WSCD1",216881,23302
"2196","Rabep1","RABEP1",54189,9135
"2197","Mfsd11","MFSD11",69900,79157
"2198","Kif1c","KIF1C",16562,10749
"2199","Sec14l1","SEC14L1",74136,6397
"2200","Nos2","NOS2",18126,4843
"2201","Mink1","MINK1",50932,50488
"2202","Pld2","PLD2",18806,5338
"2203","Slc46a1","SLC46A1",52466,113235
"2204","Eral1","ERAL1",57837,26284
"2205","Dhrs13","DHRS13",70451,147015
"2206","Coro6","CORO6",216961,84940
"2207","Blmh","BLMH",104184,642
"2208","Cpd","CPD",12874,1362
"2209","Timm22","TIMM22",56322,29928
"2210","Nxn","NXN",18230,64359
"2211","Fam101b","FAM101B",76566,359845
"2212","Rph3al","RPH3AL",380714,9501
"2213","Doc2b","DOC2B",13447,8447
"2214","Ywhae","YWHAE",22627,7531
"2215","Prpf8","PRPF8",192159,10594
"2216","Nme2","NME2",18103,4831
"2217","Spag9","SPAG9",70834,9043
"2218","Luc7l3","LUC7L3",67684,51747
"2219","Ankrd40","ANKRD40",71452,91369
"2220","Abcc3","ABCC3",76408,8714
"2221","Cacna1g","CACNA1G",12291,8913
"2222","Xylt2","XYLT2",217119,64132
"2223","Lrrc59","LRRC59",98238,55379
"2224","Slc35b1","SLC35B1",110172,10237
"2225","Snx11","SNX11",74479,29916
"2226","Scrn2","SCRN2",217140,90507
"2227","Lrrc46","LRRC46",69297,90506
"2228","Cacnb1","CACNB1",12295,782
"2229","Fbxl20","FBXL20",72194,84961
"2230","Asgr1","ASGR1",11889,432
"2231","Dlg4","DLG4",13385,1742
"2232","Dvl2","DVL2",13543,1856
"2233","Nr1d1","NR1D1",217166,9572
"2234","Gucy2e","GUCY2D",14919,3000
"2235","Alox8","ALOX15B",11688,247
"2236","Aloxe3","ALOXE3",23801,59344
"2237","Per1","PER1",18626,5187
"2238","Vamp2","VAMP2",22318,6844
"2239","Tmem107","TMEM107",66910,84314
"2240","Aurkb","AURKB",20877,9212
"2241","Ctc1","CTC1",68964,80169
"2242","Pfas","PFAS",237823,5198
"2243","Myh10","MYH10",77579,4628
"2244","Pik3r5","PIK3R5",320207,23533
"2245","Ntn1","NTN1",18208,9423
"2246","Stx8","STX8",55943,9482
"2247","Usp43","USP43",216835,124739
"2248","Rcvrn","RCVRN",19674,5957
"2249","Myh3","MYH3",17883,4621
"2250","Adprm","ADPRM",66358,56985
"2251","Krt12","KRT12",268482,3859
"2252","Top2a","TOP2A",21973,7153
"2253","Acly","ACLY",104112,47
"2254","Kat2a","KAT2A",14534,2648
"2255","Stat5b","STAT5B",20851,6777
"2256","Tmem101","TMEM101",76547,84336
"2257","Lsm12","LSM12",268490,124801
"2258","Ubtf","UBTF",21429,7343
"2259","Ccdc43","CCDC43",52715,124808
"2260","Adam11","ADAM11",11488,4185
"2261","Higd1b","HIGD1B",75689,51751
"2262","Eftud2","EFTUD2",20624,9343
"2263","Ccdc103","CCDC103",73293,388389
"2264","Gfap","GFAP",14580,2670
"2265","Dcakd","DCAKD",68087,79877
"2266","Nmt1","NMT1",18107,4836
"2267","Plcd3","PLCD3",72469,113026
"2268","Map3k14","MAP3K14",53859,9020
"2269","Gosr2","GOSR2",56494,9570
"2270","Klhl28","KLHL28",66689,54813
"2271","Fkbp3","FKBP3",30795,2287
"2272","Foxg1","FOXG1",15228,2290
"2273","Scfd1","SCFD1",76983,23256
"2274","Coch","COCH",12810,1690
"2275","Strn3","STRN3",94186,29966
"2276","Ap4s1","AP4S1",11782,11154
"2277","Dtd2","DTD2",328092,112487
"2278","Ston2","STON2",108800,85439
"2279","Gtf2a1","GTF2A1",83602,2957
"2280","Tshr","TSHR",22095,7253
"2281","Sel1l","SEL1L",20338,6400
"2282","Dnaaf2","DNAAF2",109065,55172
"2283","Pole2","POLE2",18974,5427
"2284","Klhdc2","KLHDC2",69554,23588
"2285","Nemf","NEMF",66244,9147
"2286","Sec23a","SEC23A",20334,10484
"2287","L2hgdh","L2HGDH",217666,79944
"2288","Cdkl1","CDKL1",71091,8814
"2289","Trappc6b","TRAPPC6B",78232,122553
"2290","Pnn","PNN",18949,5411
"2291","Ctage5","CTAGE5",217615,4253
"2292","Galc","GALC",14420,2581
"2293","Spata7","SPATA7",104871,55812
"2294","Ptpn21","PTPN21",24000,11099
"2295","Npas3","NPAS3",27386,64067
"2296","Zc3h14","ZC3H14",75553,79882
"2297","Ttc8","TTC8",76260,123016
"2298","Polr2h","POLR2H",245841,5437
"2299","Ppp2r3c","PPP2R3C",59032,55012
"2300","Psma6","PSMA6",26443,5687
"2301","Nfkbia","NFKBIA",18035,4792
"2302","Ralgapa1","RALGAPA1",56784,253959
"2303","Mbip","MBIP",217588,51562
"2304","Ngb","NGB",64242,58157
"2305","Gstz1","GSTZ1",14874,2954
"2306","Sptlc2","SPTLC2",20773,9517
"2307","Ahsa1","AHSA1",217737,10598
"2308","Vipas39","VIPAS39",104799,63894
"2309","Snw1","SNW1",66354,22938
"2310","Slirp","SLIRP",380773,81892
"2311","Adck1","ADCK1",72113,57143
"2312","Nova1","NOVA1",664883,4857
"2313","Mthfd1","MTHFD1",108156,4522
"2314","Ppp2r5e","PPP2R5E",26932,5529
"2315","Sgpp1","SGPP1",81535,81537
"2316","Akap5","AKAP5",238276,9495
"2317","Sptb","SPTB",20741,6710
"2318","Fut8","FUT8",53618,2530
"2319","Atl1","ATL1",73991,51062
"2320","Sav1","SAV1",64010,60485
"2321","Nin","NIN",18080,51199
"2322","Pygl","PYGL",110095,5836
"2323","Trim9","TRIM9",94090,114088
"2324","Tmx1","TMX1",72736,81542
"2325","Actr10","ACTR10",56444,55860
"2326","Tomm20l","TOMM20L",75266,387990
"2327","Timm9","TIMM9",30056,26520
